UserID,Username,Email,First Name,Last Name,Mobile Number,Gender,Age,Persona,Discount Persona
976,user976,joanna.williams@example.com,Joanna,Williams,(486)032-3967,F,27,instruments_books_electronics,discount_indifferent
977,user977,kaylee.richards@example.com,Kaylee,Richards,630.545.7781,F,38,furniture_homedecor_housewares,lower_priced_products
978,user978,connie.welch@example.com,Connie,Welch,3255392580,F,20,housewares_floral_seasonal,lower_priced_products
979,user979,jason.ellis@example.com,Jason,Ellis,(353)382-9028x41343,M,35,footwear_jewelry_furniture,all_discounts
980,user980,michael.castro@example.com,Michael,Castro,(051)941-5337,M,38,tools_housewares_apparel,all_discounts
981,user981,valerie.mccarthy@example.com,Valerie,Mccarthy,461-158-7691x484,F,30,floral_beauty_jewelry,discount_indifferent
982,user982,elizabeth.wilkerson@example.com,Elizabeth,Wilkerson,870.685.9922x488,F,45,instruments_books_electronics,lower_priced_products
983,user983,william.cordova@example.com,William,Cordova,471-842-7654,M,22,accessories_groceries_books,all_discounts
984,user984,colin.blair@example.com,Colin,Blair,001-780-606-6205,M,21,footwear_jewelry_furniture,lower_priced_products
985,user985,kimberly.hutchinson@example.com,Kimberly,Hutchinson,+1-819-076-3850x411,F,43,accessories_groceries_books,lower_priced_products
986,user986,willie.hill@example.com,Willie,Hill,759-865-0457,M,35,housewares_tools_beauty,discount_indifferent
987,user987,dwayne.cooper@example.com,Dwayne,Cooper,+1-800-727-4513x005,M,41,instruments_books_electronics,discount_indifferent
988,user988,mary.cline@example.com,Mary,Cline,(180)511-9076x98028,F,33,housewares_floral_seasonal,discount_indifferent
989,user989,curtis.osborne@example.com,Curtis,Osborne,042.113.2575,M,27,footwear_jewelry_furniture,lower_priced_products
990,user990,cynthia.oliver@example.com,Cynthia,Oliver,985.026.9520,F,47,books_apparel_homedecor,all_discounts
991,user991,heather.watts@example.com,Heather,Watts,750-558-6688x02670,F,46,instruments_books_electronics,lower_priced_products
992,user992,troy.ferguson@example.com,Troy,Ferguson,950-637-3765x38072,M,42,electronics_outdoors_footwear,discount_indifferent
993,user993,ashley.nguyen@example.com,Ashley,Nguyen,742-572-8147x4399,F,28,instruments_books_electronics,lower_priced_products
994,user994,edward.graves@example.com,Edward,Graves,107.179.8254x102,M,38,groceries_seasonal_tools,lower_priced_products
995,user995,kimberly.mccormick@example.com,Kimberly,Mccormick,186.765.0874x102,F,30,footwear_jewelry_furniture,lower_priced_products
996,user996,scott.tucker@example.com,Scott,Tucker,001-971-456-0296x155,M,21,seasonal_furniture_floral,lower_priced_products
997,user997,hannah.mason@example.com,Hannah,Mason,001-363-330-8353x308,F,54,tools_housewares_apparel,discount_indifferent
998,user998,jason.norris@example.com,Jason,Norris,001-423-664-7513x990,M,23,instruments_books_electronics,all_discounts
999,user999,corey.suarez@example.com,Corey,Suarez,(317)129-4802,M,58,beauty_accessories_instruments,lower_priced_products
1000,user1000,randall.miller@example.com,Randall,Miller,672.011.0195x55688,M,33,seasonal_furniture_floral,lower_priced_products
1001,user1001,william.walsh@example.com,William,Walsh,001-905-649-4836x8981,M,25,floral_beauty_jewelry,discount_indifferent
1002,user1002,adam.griffith@example.com,Adam,Griffith,(310)240-9741,M,36,furniture_homedecor_housewares,discount_indifferent
1003,user1003,crystal.mitchell@example.com,Crystal,Mitchell,+1-959-592-6504x638,F,50,accessories_groceries_books,lower_priced_products
1004,user1004,karen.proctor@example.com,Karen,Proctor,001-730-515-1648x575,F,43,outdoors_instruments_groceries,all_discounts
1005,user1005,william.williams@example.com,William,Williams,+1-167-700-4942,M,46,electronics_outdoors_footwear,lower_priced_products
1006,user1006,clayton.mcdonald@example.com,Clayton,Mcdonald,+1-376-417-2911x41819,M,40,furniture_homedecor_housewares,all_discounts
1007,user1007,kathy.mcdonald@example.com,Kathy,Mcdonald,551-473-0200,F,41,electronics_outdoors_footwear,lower_priced_products
1008,user1008,david.medina@example.com,David,Medina,001-772-384-5487,M,49,electronics_outdoors_footwear,lower_priced_products
1009,user1009,andrew.smith@example.com,Andrew,Smith,034.883.0062,M,27,housewares_tools_beauty,all_discounts
1010,user1010,laura.crosby@example.com,Laura,Crosby,+1-586-850-3027x9220,F,34,apparel_footwear_accessories,all_discounts
1011,user1011,george.james@example.com,George,James,+1-993-438-8433x1854,M,26,accessories_groceries_books,discount_indifferent
1012,user1012,laura.coffey@example.com,Laura,Coffey,716.498.9781x589,F,66,floral_beauty_jewelry,lower_priced_products
1013,user1013,jacob.martin@example.com,Jacob,Martin,827-262-9539x282,M,57,tools_housewares_apparel,lower_priced_products
1014,user1014,jesse.rodriguez@example.com,Jesse,Rodriguez,(643)153-9385,M,19,apparel_footwear_accessories,discount_indifferent
1015,user1015,marc.bell@example.com,Marc,Bell,398-226-4133,M,42,apparel_footwear_accessories,all_discounts
1016,user1016,stephanie.martin@example.com,Stephanie,Martin,+1-993-762-8467x570,F,55,footwear_jewelry_furniture,discount_indifferent
1017,user1017,caleb.villanueva@example.com,Caleb,Villanueva,832-069-1709,M,25,apparel_footwear_accessories,lower_priced_products
1018,user1018,ashley.cohen@example.com,Ashley,Cohen,9074794019,F,37,tools_housewares_apparel,all_discounts
1019,user1019,kurt.simmons@example.com,Kurt,Simmons,001-511-703-8291,M,54,books_apparel_homedecor,lower_priced_products
1020,user1020,alyssa.vasquez@example.com,Alyssa,Vasquez,585.876.8313,F,19,electronics_outdoors_footwear,discount_indifferent
1021,user1021,jessica.barnes@example.com,Jessica,Barnes,503-530-5327x24152,F,42,floral_beauty_jewelry,lower_priced_products
1022,user1022,richard.white@example.com,Richard,White,001-429-729-3145x82198,M,28,outdoors_instruments_groceries,discount_indifferent
1023,user1023,jeffrey.patel@example.com,Jeffrey,Patel,+1-202-726-1596x36020,M,55,footwear_jewelry_furniture,discount_indifferent
1024,user1024,jenna.stephens@example.com,Jenna,Stephens,111.372.4980x62205,F,61,seasonal_furniture_floral,all_discounts
1025,user1025,kylie.contreras@example.com,Kylie,Contreras,356-549-2071x50461,F,57,instruments_books_electronics,lower_priced_products
1026,user1026,rachel.donovan@example.com,Rachel,Donovan,511-484-0943,F,34,furniture_homedecor_housewares,all_discounts
1027,user1027,dominic.valdez@example.com,Dominic,Valdez,111-444-1716x6374,M,50,seasonal_furniture_floral,lower_priced_products
1028,user1028,tanya.sanders@example.com,Tanya,Sanders,768.077.8197x3215,F,49,tools_housewares_apparel,all_discounts
1029,user1029,amanda.brock@example.com,Amanda,Brock,035.431.2643x1085,F,29,housewares_tools_beauty,discount_indifferent
1030,user1030,david.leblanc@example.com,David,Leblanc,110-865-7863x419,M,48,groceries_seasonal_tools,discount_indifferent
1031,user1031,heather.kim@example.com,Heather,Kim,+1-435-179-1983,F,19,furniture_homedecor_housewares,discount_indifferent
1032,user1032,lisa.hamilton@example.com,Lisa,Hamilton,477.798.1870,F,38,furniture_homedecor_housewares,all_discounts
1033,user1033,joshua.aguilar@example.com,Joshua,Aguilar,001-379-192-0212x2211,M,26,footwear_jewelry_furniture,lower_priced_products
1034,user1034,michaela.hoover@example.com,Michaela,Hoover,593-899-7902,F,23,floral_beauty_jewelry,discount_indifferent
1035,user1035,robert.chang@example.com,Robert,Chang,680-695-7830x8397,M,21,books_apparel_homedecor,all_discounts
1036,user1036,bradley.thornton@example.com,Bradley,Thornton,(586)792-3949x101,M,42,groceries_seasonal_tools,lower_priced_products
1037,user1037,angela.reynolds@example.com,Angela,Reynolds,326-338-8980x384,F,30,instruments_books_electronics,discount_indifferent
1038,user1038,joseph.chen@example.com,Joseph,Chen,496-946-2287,M,43,books_apparel_homedecor,lower_priced_products
1039,user1039,jocelyn.fox@example.com,Jocelyn,Fox,903.699.9389x33237,F,20,beauty_accessories_instruments,lower_priced_products
1040,user1040,joel.miller@example.com,Joel,Miller,477-420-4419x16712,M,29,floral_beauty_jewelry,lower_priced_products
1041,user1041,james.barnes@example.com,James,Barnes,191-561-4629x42911,M,36,footwear_jewelry_furniture,discount_indifferent
1042,user1042,gregory.summers@example.com,Gregory,Summers,+1-690-941-1868x8293,M,46,books_apparel_homedecor,lower_priced_products
1043,user1043,robert.williams@example.com,Robert,Williams,916-137-8858,M,29,tools_housewares_apparel,all_discounts
1044,user1044,deborah.vaughn@example.com,Deborah,Vaughn,(842)542-8757x2108,F,39,homedecor_electronics_outdoors,all_discounts
1045,user1045,ashley.hill@example.com,Ashley,Hill,019-917-7363,F,51,homedecor_electronics_outdoors,all_discounts
1046,user1046,linda.phillips@example.com,Linda,Phillips,641.498.5684x10282,F,39,tools_housewares_apparel,discount_indifferent
1047,user1047,michael.anderson@example.com,Michael,Anderson,(109)216-9875x83403,M,26,groceries_seasonal_tools,lower_priced_products
1048,user1048,justin.johnson@example.com,Justin,Johnson,(894)597-4586x5416,M,19,groceries_seasonal_tools,discount_indifferent
1049,user1049,gregory.morgan@example.com,Gregory,Morgan,001-757-560-1768x80021,M,50,beauty_accessories_instruments,all_discounts
1050,user1050,laura.barnes@example.com,Laura,Barnes,536.944.5392,F,18,books_apparel_homedecor,discount_indifferent
1051,user1051,jessica.ortiz@example.com,Jessica,Ortiz,(875)095-9398x659,F,50,housewares_floral_seasonal,all_discounts
1052,user1052,nicole.burke@example.com,Nicole,Burke,(995)718-2525x796,F,36,beauty_accessories_instruments,all_discounts
1053,user1053,william.barber@example.com,William,Barber,2188984213,M,56,instruments_books_electronics,discount_indifferent
1054,user1054,anna.miller@example.com,Anna,Miller,901-027-1546,F,46,apparel_footwear_accessories,discount_indifferent
1055,user1055,ruth.hays@example.com,Ruth,Hays,881.505.7141x9431,F,75,groceries_seasonal_tools,discount_indifferent
1056,user1056,cameron.rowe@example.com,Cameron,Rowe,001-550-931-6483x7894,M,30,accessories_groceries_books,all_discounts
1057,user1057,stephen.armstrong@example.com,Stephen,Armstrong,+1-445-203-0255x922,M,45,seasonal_furniture_floral,all_discounts
1058,user1058,daniel.bates@example.com,Daniel,Bates,+1-420-764-1344,M,32,furniture_homedecor_housewares,all_discounts
1059,user1059,julia.jordan@example.com,Julia,Jordan,(585)258-9786,F,34,tools_housewares_apparel,discount_indifferent
1060,user1060,christine.everett@example.com,Christine,Everett,408.835.7685,F,39,floral_beauty_jewelry,discount_indifferent
1061,user1061,kyle.phelps@example.com,Kyle,Phelps,+1-780-501-3361x341,M,50,furniture_homedecor_housewares,discount_indifferent
1062,user1062,anthony.harmon@example.com,Anthony,Harmon,(449)149-0972,M,65,groceries_seasonal_tools,discount_indifferent
1063,user1063,beverly.miller@example.com,Beverly,Miller,+1-826-796-4786x825,F,45,accessories_groceries_books,lower_priced_products
1064,user1064,steven.berry@example.com,Steven,Berry,+1-338-959-5990x846,M,32,electronics_outdoors_footwear,discount_indifferent
1065,user1065,chad.bernard@example.com,Chad,Bernard,(012)593-5895x211,M,32,instruments_books_electronics,discount_indifferent
1066,user1066,jacqueline.barker@example.com,Jacqueline,Barker,317.043.9563,F,43,groceries_seasonal_tools,discount_indifferent
1067,user1067,jessica.larsen@example.com,Jessica,Larsen,209-305-2854,F,27,floral_beauty_jewelry,discount_indifferent
1068,user1068,victoria.rowe@example.com,Victoria,Rowe,2520823684,F,22,apparel_footwear_accessories,discount_indifferent
1069,user1069,shannon.booker@example.com,Shannon,Booker,(593)978-7978x874,F,30,footwear_jewelry_furniture,all_discounts
1070,user1070,todd.olson@example.com,Todd,Olson,275-945-1213x4173,M,28,footwear_jewelry_furniture,lower_priced_products
1071,user1071,hannah.johnson@example.com,Hannah,Johnson,001-313-442-4602x139,F,28,outdoors_instruments_groceries,all_discounts
1072,user1072,jeffrey.pitts@example.com,Jeffrey,Pitts,+1-635-290-1601x4396,M,26,outdoors_instruments_groceries,all_discounts
1073,user1073,marie.roberts@example.com,Marie,Roberts,(463)077-6021x0387,F,19,beauty_accessories_instruments,discount_indifferent
1074,user1074,paul.ramirez@example.com,Paul,Ramirez,(484)106-1390,M,18,tools_housewares_apparel,lower_priced_products
1075,user1075,kara.shaw@example.com,Kara,Shaw,(168)667-2415,F,66,housewares_tools_beauty,all_discounts
1076,user1076,laura.clarke@example.com,Laura,Clarke,389-252-0214x3282,F,33,apparel_footwear_accessories,discount_indifferent
1077,user1077,samantha.martin@example.com,Samantha,Martin,+1-492-889-8701x620,F,31,footwear_jewelry_furniture,discount_indifferent
1078,user1078,maria.garner@example.com,Maria,Garner,+1-752-383-4033x737,F,41,housewares_floral_seasonal,lower_priced_products
1079,user1079,alexander.duran@example.com,Alexander,Duran,969.854.0242x24533,M,26,furniture_homedecor_housewares,all_discounts
1080,user1080,christine.villegas@example.com,Christine,Villegas,069-853-5969,F,58,housewares_tools_beauty,lower_priced_products
1081,user1081,ashley.hernandez@example.com,Ashley,Hernandez,732.679.6971x03481,F,45,accessories_groceries_books,lower_priced_products
1082,user1082,valerie.brown@example.com,Valerie,Brown,(714)733-3251x600,F,21,footwear_jewelry_furniture,all_discounts
1083,user1083,john.wheeler@example.com,John,Wheeler,001-453-680-3920x02511,M,32,furniture_homedecor_housewares,all_discounts
1084,user1084,mason.meadows@example.com,Mason,Meadows,(448)792-0709x497,M,51,furniture_homedecor_housewares,all_discounts
1085,user1085,micheal.palmer@example.com,Micheal,Palmer,+1-150-187-0333,M,57,housewares_tools_beauty,lower_priced_products
1086,user1086,jamie.petty@example.com,Jamie,Petty,(205)667-7155,F,34,tools_housewares_apparel,discount_indifferent
1087,user1087,dennis.johnson@example.com,Dennis,Johnson,001-551-820-5595x628,M,39,tools_housewares_apparel,lower_priced_products
1088,user1088,jesse.perkins@example.com,Jesse,Perkins,+1-038-232-6147,M,24,electronics_outdoors_footwear,lower_priced_products
1089,user1089,mitchell.castillo@example.com,Mitchell,Castillo,001-597-460-0818,M,68,tools_housewares_apparel,lower_priced_products
1090,user1090,karen.schmitt@example.com,Karen,Schmitt,(449)458-4488,F,26,accessories_groceries_books,discount_indifferent
1091,user1091,brandon.rios@example.com,Brandon,Rios,108.976.9029x080,M,57,tools_housewares_apparel,lower_priced_products
1092,user1092,julie.simmons@example.com,Julie,Simmons,(532)142-2858x8035,F,40,accessories_groceries_books,lower_priced_products
1093,user1093,ricky.mckenzie@example.com,Ricky,Mckenzie,751.873.5261x52684,M,38,accessories_groceries_books,lower_priced_products
1094,user1094,stephen.walsh@example.com,Stephen,Walsh,(917)616-9051x2668,M,35,housewares_floral_seasonal,all_discounts
1095,user1095,julie.briggs@example.com,Julie,Briggs,3804507508,F,26,outdoors_instruments_groceries,all_discounts
1096,user1096,douglas.russell@example.com,Douglas,Russell,001-775-203-6954x6423,M,25,instruments_books_electronics,discount_indifferent
1097,user1097,david.castro@example.com,David,Castro,742.053.3508,M,26,tools_housewares_apparel,discount_indifferent
1098,user1098,emily.mcguire@example.com,Emily,Mcguire,(613)708-4037,F,25,furniture_homedecor_housewares,all_discounts
1099,user1099,jesus.miller@example.com,Jesus,Miller,803-843-5120,M,45,groceries_seasonal_tools,all_discounts
1100,user1100,robert.flores@example.com,Robert,Flores,001-489-058-8667x85959,M,30,homedecor_electronics_outdoors,discount_indifferent
1101,user1101,jeremy.moore@example.com,Jeremy,Moore,+1-384-189-2834,M,20,groceries_seasonal_tools,lower_priced_products
1102,user1102,michael.williams@example.com,Michael,Williams,5105598101,M,61,floral_beauty_jewelry,lower_priced_products
1103,user1103,vanessa.joyce@example.com,Vanessa,Joyce,(126)598-0661,F,51,instruments_books_electronics,all_discounts
1104,user1104,maria.anderson@example.com,Maria,Anderson,+1-957-629-6863x6041,F,55,floral_beauty_jewelry,all_discounts
1105,user1105,julia.smith@example.com,Julia,Smith,634-074-9942,F,71,homedecor_electronics_outdoors,discount_indifferent
1106,user1106,david.vazquez@example.com,David,Vazquez,109-673-1648x994,M,24,books_apparel_homedecor,lower_priced_products
1107,user1107,angela.collins@example.com,Angela,Collins,001-461-725-4598x1451,F,32,homedecor_electronics_outdoors,discount_indifferent
1108,user1108,lisa.lee@example.com,Lisa,Lee,+1-558-660-3151x6866,F,44,tools_housewares_apparel,lower_priced_products
1109,user1109,scott.waller@example.com,Scott,Waller,+1-107-917-0513x841,M,42,footwear_jewelry_furniture,all_discounts
1110,user1110,kristy.moyer@example.com,Kristy,Moyer,001-047-763-9790x6366,F,24,groceries_seasonal_tools,discount_indifferent
1111,user1111,benjamin.fowler@example.com,Benjamin,Fowler,128.971.0775x67850,M,47,footwear_jewelry_furniture,lower_priced_products
1112,user1112,billy.wilkerson@example.com,Billy,Wilkerson,648-439-2735x91061,M,26,outdoors_instruments_groceries,lower_priced_products
1113,user1113,gina.griffith@example.com,Gina,Griffith,743-895-1784x0003,F,26,tools_housewares_apparel,lower_priced_products
1114,user1114,gabriel.sanders@example.com,Gabriel,Sanders,+1-799-312-1971x1845,M,36,housewares_tools_beauty,discount_indifferent
1115,user1115,stephanie.myers@example.com,Stephanie,Myers,(393)639-2379x28469,F,38,instruments_books_electronics,discount_indifferent
1116,user1116,deborah.wilson@example.com,Deborah,Wilson,001-552-164-5891x969,F,37,homedecor_electronics_outdoors,discount_indifferent
1117,user1117,brad.glass@example.com,Brad,Glass,997.587.5379x38929,M,21,homedecor_electronics_outdoors,all_discounts
1118,user1118,luis.cisneros@example.com,Luis,Cisneros,4105601526,M,51,electronics_outdoors_footwear,discount_indifferent
1119,user1119,michael.mcdaniel@example.com,Michael,Mcdaniel,611.611.6012,M,27,instruments_books_electronics,all_discounts
1120,user1120,laurie.lang@example.com,Laurie,Lang,437.141.3247,F,23,floral_beauty_jewelry,lower_priced_products
1121,user1121,jerry.barker@example.com,Jerry,Barker,6444288867,M,51,apparel_footwear_accessories,all_discounts
1122,user1122,angela.spears@example.com,Angela,Spears,(484)898-2460x99811,F,58,books_apparel_homedecor,discount_indifferent
1123,user1123,paula.powell@example.com,Paula,Powell,525-919-4267x413,F,50,housewares_tools_beauty,all_discounts
1124,user1124,pamela.fields@example.com,Pamela,Fields,066-602-6026,F,47,footwear_jewelry_furniture,discount_indifferent
1125,user1125,ebony.ramos@example.com,Ebony,Ramos,(564)207-4925,F,40,tools_housewares_apparel,discount_indifferent
1126,user1126,julie.anderson@example.com,Julie,Anderson,+1-516-302-2430x8247,F,36,instruments_books_electronics,discount_indifferent
1127,user1127,cathy.perez@example.com,Cathy,Perez,001-395-540-4548x72306,F,21,furniture_homedecor_housewares,all_discounts
1128,user1128,jamie.knight@example.com,Jamie,Knight,(654)747-4678,F,32,floral_beauty_jewelry,discount_indifferent
1129,user1129,debra.snyder@example.com,Debra,Snyder,(834)625-7833,F,31,outdoors_instruments_groceries,all_discounts
1130,user1130,jason.stevenson@example.com,Jason,Stevenson,045.244.8447x907,M,27,instruments_books_electronics,lower_priced_products
1131,user1131,michael.blackwell@example.com,Michael,Blackwell,+1-919-830-0045x32746,M,43,homedecor_electronics_outdoors,lower_priced_products
1132,user1132,haley.vega@example.com,Haley,Vega,445.398.2075,F,35,furniture_homedecor_housewares,all_discounts
1133,user1133,angel.davenport@example.com,Angel,Davenport,001-449-721-0955x5347,M,21,books_apparel_homedecor,discount_indifferent
1134,user1134,steven.reynolds@example.com,Steven,Reynolds,8672412898,M,26,floral_beauty_jewelry,all_discounts
1135,user1135,louis.williams@example.com,Louis,Williams,431-987-0124,M,41,housewares_floral_seasonal,all_discounts
1136,user1136,mary.wilson@example.com,Mary,Wilson,+1-643-281-4579x75145,F,21,seasonal_furniture_floral,all_discounts
1137,user1137,michael.guzman@example.com,Michael,Guzman,5507142352,M,49,floral_beauty_jewelry,discount_indifferent
1138,user1138,lauren.buck@example.com,Lauren,Buck,340.074.7335x373,F,35,housewares_tools_beauty,discount_indifferent
1139,user1139,eddie.adams@example.com,Eddie,Adams,001-592-046-9409x847,M,34,accessories_groceries_books,discount_indifferent
1140,user1140,tammy.carr@example.com,Tammy,Carr,316-843-1472,F,38,instruments_books_electronics,all_discounts
1141,user1141,renee.malone@example.com,Renee,Malone,(561)556-8139x322,F,47,housewares_floral_seasonal,discount_indifferent
1142,user1142,dustin.fisher@example.com,Dustin,Fisher,001-178-991-8369x880,M,30,housewares_floral_seasonal,discount_indifferent
1143,user1143,dawn.wilson@example.com,Dawn,Wilson,(619)752-6166,F,41,instruments_books_electronics,all_discounts
1144,user1144,brian.hendrix@example.com,Brian,Hendrix,969.577.9893x7039,M,37,seasonal_furniture_floral,all_discounts
1145,user1145,sheri.henry@example.com,Sheri,Henry,365-335-0954x419,F,28,housewares_tools_beauty,lower_priced_products
1146,user1146,megan.knox@example.com,Megan,Knox,294.285.4473,F,51,instruments_books_electronics,lower_priced_products
1147,user1147,jill.williams@example.com,Jill,Williams,(954)948-6938,F,46,outdoors_instruments_groceries,all_discounts
1148,user1148,katherine.schroeder@example.com,Katherine,Schroeder,5101876412,F,40,accessories_groceries_books,discount_indifferent
1149,user1149,donna.dunn@example.com,Donna,Dunn,553.066.2574,F,49,apparel_footwear_accessories,all_discounts
1150,user1150,kathleen.white@example.com,Kathleen,White,(426)640-8163,F,50,beauty_accessories_instruments,all_discounts
1151,user1151,casey.gutierrez@example.com,Casey,Gutierrez,001-014-279-2240,M,42,electronics_outdoors_footwear,lower_priced_products
1152,user1152,kyle.dominguez@example.com,Kyle,Dominguez,001-867-010-1457,M,48,groceries_seasonal_tools,lower_priced_products
1153,user1153,robert.smith@example.com,Robert,Smith,613-637-6282x752,M,42,instruments_books_electronics,lower_priced_products
1154,user1154,alexa.hansen@example.com,Alexa,Hansen,001-008-551-4321x537,F,41,books_apparel_homedecor,lower_priced_products
1155,user1155,charles.bullock@example.com,Charles,Bullock,+1-247-491-7743,M,39,apparel_footwear_accessories,all_discounts
1156,user1156,mia.ortiz@example.com,Mia,Ortiz,259.206.0816x026,F,44,housewares_tools_beauty,lower_priced_products
1157,user1157,zachary.lucas@example.com,Zachary,Lucas,641-029-1964x7465,M,24,housewares_tools_beauty,all_discounts
1158,user1158,jesse.greene@example.com,Jesse,Greene,191-817-5185x88712,M,51,footwear_jewelry_furniture,lower_priced_products
1159,user1159,patrick.cook@example.com,Patrick,Cook,+1-025-830-6352x9139,M,50,groceries_seasonal_tools,discount_indifferent
1160,user1160,joyce.lee@example.com,Joyce,Lee,4792864265,F,19,outdoors_instruments_groceries,discount_indifferent
1161,user1161,zachary.ortiz@example.com,Zachary,Ortiz,+1-676-666-5900,M,47,housewares_floral_seasonal,discount_indifferent
1162,user1162,devin.rosales@example.com,Devin,Rosales,001-858-604-1545x6876,M,23,books_apparel_homedecor,discount_indifferent
1163,user1163,kathleen.jimenez@example.com,Kathleen,Jimenez,810.572.6123x6846,F,30,housewares_floral_seasonal,lower_priced_products
1164,user1164,michael.singleton@example.com,Michael,Singleton,033.861.7024x2049,M,44,electronics_outdoors_footwear,all_discounts
1165,user1165,joshua.coleman@example.com,Joshua,Coleman,805.592.8254,M,24,instruments_books_electronics,all_discounts
1166,user1166,tammy.jones@example.com,Tammy,Jones,013.524.9324x7866,F,47,homedecor_electronics_outdoors,all_discounts
1167,user1167,jessica.torres@example.com,Jessica,Torres,232-321-7433x0574,F,48,furniture_homedecor_housewares,lower_priced_products
1168,user1168,caitlin.davenport@example.com,Caitlin,Davenport,(357)620-6146,F,35,floral_beauty_jewelry,all_discounts
1169,user1169,james.vasquez@example.com,James,Vasquez,(338)154-6302x003,M,18,groceries_seasonal_tools,lower_priced_products
1170,user1170,zachary.garrett@example.com,Zachary,Garrett,514-544-1621x57425,M,28,floral_beauty_jewelry,lower_priced_products
1171,user1171,jeffrey.bender@example.com,Jeffrey,Bender,555-893-9167,M,39,seasonal_furniture_floral,lower_priced_products
1172,user1172,christina.rodriguez@example.com,Christina,Rodriguez,+1-201-883-4482x9915,F,64,books_apparel_homedecor,all_discounts
1173,user1173,kathryn.stanton@example.com,Kathryn,Stanton,(951)980-2659,F,39,housewares_tools_beauty,lower_priced_products
1174,user1174,rachel.white@example.com,Rachel,White,+1-713-393-4839x158,F,27,apparel_footwear_accessories,discount_indifferent
1175,user1175,melissa.long@example.com,Melissa,Long,381-650-1821,F,39,footwear_jewelry_furniture,discount_indifferent
1176,user1176,veronica.sanders@example.com,Veronica,Sanders,235.232.8157x57197,F,36,apparel_footwear_accessories,all_discounts
1177,user1177,tammy.collins@example.com,Tammy,Collins,070-126-5283,F,45,tools_housewares_apparel,discount_indifferent
1178,user1178,anita.hoffman@example.com,Anita,Hoffman,(658)610-4483x700,F,22,electronics_outdoors_footwear,all_discounts
1179,user1179,kenneth.thompson@example.com,Kenneth,Thompson,2634276608,M,44,homedecor_electronics_outdoors,all_discounts
1180,user1180,sarah.newton@example.com,Sarah,Newton,416.101.2169x729,F,36,electronics_outdoors_footwear,all_discounts
1181,user1181,timothy.jones@example.com,Timothy,Jones,+1-665-139-8490x6654,M,60,tools_housewares_apparel,discount_indifferent
1182,user1182,lisa.schultz@example.com,Lisa,Schultz,066.802.7233x10368,F,30,beauty_accessories_instruments,all_discounts
1183,user1183,denise.warren@example.com,Denise,Warren,492-574-4762,F,39,books_apparel_homedecor,lower_priced_products
1184,user1184,thomas.watts@example.com,Thomas,Watts,020-925-4472,M,55,housewares_floral_seasonal,all_discounts
1185,user1185,richard.trevino@example.com,Richard,Trevino,0809714560,M,22,books_apparel_homedecor,lower_priced_products
1186,user1186,terri.tate@example.com,Terri,Tate,+1-304-268-8443,F,56,accessories_groceries_books,discount_indifferent
1187,user1187,jay.petersen@example.com,Jay,Petersen,8665191227,M,41,instruments_books_electronics,all_discounts
1188,user1188,jennifer.harris@example.com,Jennifer,Harris,+1-741-146-5912x5605,F,20,groceries_seasonal_tools,lower_priced_products
1189,user1189,brad.young@example.com,Brad,Young,677-383-1146,M,29,outdoors_instruments_groceries,discount_indifferent
1190,user1190,george.smith@example.com,George,Smith,701.570.7239,M,42,apparel_footwear_accessories,discount_indifferent
1191,user1191,tyler.hernandez@example.com,Tyler,Hernandez,(369)047-2100x846,M,20,beauty_accessories_instruments,discount_indifferent
1192,user1192,elizabeth.moore@example.com,Elizabeth,Moore,539.491.3942,F,38,housewares_floral_seasonal,all_discounts
1193,user1193,lisa.gomez@example.com,Lisa,Gomez,177.835.7856x58299,F,30,beauty_accessories_instruments,lower_priced_products
1194,user1194,lindsey.perry@example.com,Lindsey,Perry,972-798-4043,F,39,floral_beauty_jewelry,lower_priced_products
1195,user1195,thomas.steele@example.com,Thomas,Steele,945-961-5606,M,20,tools_housewares_apparel,all_discounts
1196,user1196,heather.reed@example.com,Heather,Reed,(664)936-0020,F,50,beauty_accessories_instruments,discount_indifferent
1197,user1197,hailey.walker@example.com,Hailey,Walker,(091)890-9059x845,F,62,accessories_groceries_books,all_discounts
1198,user1198,joseph.phillips@example.com,Joseph,Phillips,343-294-3471,M,61,electronics_outdoors_footwear,lower_priced_products
1199,user1199,donald.browning@example.com,Donald,Browning,386-653-8773,M,44,seasonal_furniture_floral,discount_indifferent
1200,user1200,kayla.carter@example.com,Kayla,Carter,001-249-159-9064,F,23,apparel_footwear_accessories,discount_indifferent
1201,user1201,gary.shah@example.com,Gary,Shah,001-917-618-0914x82710,M,44,tools_housewares_apparel,lower_priced_products
1202,user1202,john.lowe@example.com,John,Lowe,001-167-569-4178x304,M,19,housewares_floral_seasonal,all_discounts
1203,user1203,brenda.davis@example.com,Brenda,Davis,2264034087,F,19,furniture_homedecor_housewares,lower_priced_products
1204,user1204,donald.perkins@example.com,Donald,Perkins,001-173-170-6496x3472,M,29,housewares_tools_beauty,discount_indifferent
1205,user1205,joseph.ayers@example.com,Joseph,Ayers,(699)729-1504x9067,M,34,furniture_homedecor_housewares,discount_indifferent
1206,user1206,ruth.johnson@example.com,Ruth,Johnson,(074)293-6964x4120,F,45,seasonal_furniture_floral,lower_priced_products
1207,user1207,anna.horton@example.com,Anna,Horton,3932420026,F,41,books_apparel_homedecor,all_discounts
